Time,WOPR:INJ1,WOPR:PROD1,WOPR:PROD2,WOPR:PROD3,WOPR:PROD4,WWPR:INJ1,WWPR:PROD1,WWPR:PROD2,WWPR:PROD3,WWPR:PROD4,WLPR:INJ1,WLPR:PROD1,WLPR:PROD2,WLPR:PROD3,WLPR:PROD4,WGPR:INJ1,WGPR:PROD1,WGPR:PROD2,WGPR:PROD3,WGPR:PROD4,WWIR:INJ1,WWIR:PROD1,WWIR:PROD2,WWIR:PROD3,WWIR:PROD4,WGOR:INJ1,WGOR:PROD1,WGOR:PROD2,WGOR:PROD3,WGOR:PROD4,WBHP:INJ1,WBHP:PROD1,WBHP:PROD2,WBHP:PROD3,WBHP:PROD4,WOPT:INJ1,WOPT:PROD1,WOPT:PROD2,WOPT:PROD3,WOPT:PROD4,WWPT:INJ1,WWPT:PROD1,WWPT:PROD2,WWPT:PROD3,WWPT:PROD4,WLPT:INJ1,WLPT:PROD1,WLPT:PROD2,WLPT:PROD3,WLPT:PROD4,WGPT:INJ1,WGPT:PROD1,WGPT:PROD2,WGPT:PROD3,WGPT:PROD4,WWIT:INJ1,WWIT:PROD1,WWIT:PROD2,WWIT:PROD3,WWIT:PROD4,FOPT,FWPT,FLPT,FGPT,FWIT
2019-09-22,-0.0,10348.2470703125,10348.1044921875,10365.9228515625,10348.02734375,-0.0,4.4549604353960603e-05,4.454955706023611e-05,4.454909867490642e-05,4.454953523236327e-05,-0.0,10348.2470703125,10348.1044921875,10365.9228515625,10348.02734375,-0.0,17571.890625,17571.814453125,17534.67578125,17571.791015625,4173.98046875,0.0,0.0,0.0,0.0,0.0,1.6980546712875366,1.698070764541626,1.691569209098816,1.6980812549591064,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,260353.171875,260349.265625,260354.09375,260347.84375,0.0,0.0009052407112903893,0.0009052410605363548,0.0009052486857399344,0.0009052407112903893,0.0,260353.171875,260349.265625,260354.09375,260347.84375,0.0,458572.40625,458570.96875,458142.96875,458571.28125,323407.0,0.0,0.0,0.0,0.0,1041404.375,0.0036209712270647287,1041404.375,1833857.625,323407.0
2019-09-23,-0.0,10287.236328125,10287.1015625,10305.4306640625,10287.029296875,-0.0,4.4511485612019897e-05,4.4511438318295404e-05,4.451125278137624e-05,4.4511412852443755e-05,-0.0,10287.236328125,10287.1015625,10305.4306640625,10287.0302734375,-0.0,17410.673828125,17410.595703125,17374.708984375,17410.5703125,3848.1806640625,0.0,0.0,0.0,0.0,0.0,1.6924539804458618,1.692468523979187,1.6859760284423828,1.692477822303772,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,270640.40625,270636.375,270659.53125,270634.875,0.0,0.0009497522260062397,0.0009497525170445442,0.0009497599676251411,0.0009497521095909178,0.0,270640.40625,270636.375,270659.53125,270634.875,0.0,475983.0625,475981.5625,475517.6875,475981.84375,327255.1875,0.0,0.0,0.0,0.0,1082571.125,0.003799016820266843,1082571.125,1903464.125,327255.1875
2019-09-24,-0.0,10226.45703125,10226.318359375,10244.912109375,10226.24609375,-0.0,4.447263927431777e-05,4.447259198059328e-05,4.447267565410584e-05,4.447256651474163e-05,-0.0,10226.4580078125,10226.318359375,10244.912109375,10226.24609375,-0.0,17261.216796875,17261.150390625,17226.669921875,17261.134765625,3546.44482421875,0.0,0.0,0.0,0.0,0.0,1.6878979206085205,1.6879143714904785,1.6814852952957153,1.687924861907959,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,280866.875,280862.6875,280904.4375,280861.125,0.0,0.0009942249162122607,0.0009942250326275826,0.0009942325996235013,0.000994224683381617,0.0,280866.875,280862.6875,280904.4375,280861.125,0.0,493244.28125,493242.6875,492744.375,493242.96875,330801.625,0.0,0.0,0.0,0.0,1123495.125,0.00397690711542964,1123495.125,1972474.375,330801.625
2019-09-25,-0.0,10166.93359375,10166.80078125,10185.4580078125,10166.724609375,-0.0,4.443330180947669e-05,4.443325087777339e-05,4.443358920980245e-05,4.443322541192174e-05,-0.0,10166.93359375,10166.80078125,10185.4580078125,10166.724609375,-0.0,17121.10546875,17121.03515625,17088.05859375,17121.021484375,3314.81494140625,0.0,0.0,0.0,0.0,0.0,1.6839988231658936,1.684014081954956,1.6776916980743408,1.6840254068374634,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,291033.78125,291029.46875,291089.90625,291027.84375,0.0,0.0010386581998318434,0.0010386583162471652,0.0010386662324890494,0.0010386579670011997,0.0,291033.78125,291029.5,291089.90625,291027.84375,0.0,510365.40625,510363.75,509832.40625,510364.0,334116.4375,0.0,0.0,0.0,0.0,1164181.0,0.004154640715569258,1164181.0,2040925.5,334116.4375
2019-09-26,-0.0,10109.423828125,10109.2998046875,10127.8603515625,10109.2255859375,-0.0,4.439368785824627e-05,4.439363328856416e-05,4.4394215365173295e-05,4.439360782271251e-05,-0.0,10109.423828125,10109.2998046875,10127.8603515625,10109.2255859375,-0.0,16988.5,16988.42578125,16957.013671875,16988.408203125,3147.90478515625,0.0,0.0,0.0,0.0,0.0,1.6804616451263428,1.6804749965667725,1.6742937564849854,1.680485486984253,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,301143.21875,301138.78125,301217.75,301137.0625,0.0,0.0010830519022420049,0.0010830520186573267,0.0010830604005604982,0.0010830515529960394,0.0,301143.21875,301138.78125,301217.75,301137.0625,0.0,527353.875,527352.1875,526789.4375,527352.375,337264.34375,0.0,0.0,0.0,0.0,1204636.875,0.004332215990871191,1204636.875,2108848.0,337264.34375
2019-09-27,-0.0,10054.75390625,10054.63671875,10072.9697265625,10054.56640625,-0.0,4.435411392478272e-05,4.4354062993079424e-05,4.435486698639579e-05,4.435403388924897e-05,-0.0,10054.75390625,10054.63671875,10072.9697265625,10054.56640625,-0.0,16862.1484375,16862.0703125,16832.25,16862.048828125,2988.568115234375,0.0,0.0,0.0,0.0,0.0,1.677032470703125,1.677044153213501,1.6710314750671387,1.6770538091659546,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,311197.96875,311193.40625,311290.71875,311191.625,0.0,0.0011274059070274234,0.0011274060234427452,0.0011274153366684914,0.001127405557781458,0.0,311197.96875,311193.4375,311290.71875,311191.625,0.0,544216.0625,544214.25,543621.6875,544214.4375,340252.90625,0.0,0.0,0.0,0.0,1244873.75,0.00450963294133544,1244873.75,2176266.5,340252.90625
2019-09-28,-0.0,10003.2841796875,10003.1748046875,10021.171875,10003.1083984375,-0.0,4.431482739164494e-05,4.4314772821962833e-05,4.4315784180071205e-05,4.4314747356111184e-05,-0.0,10003.2841796875,10003.1748046875,10021.171875,10003.1083984375,-0.0,16741.248046875,16741.16796875,16712.94140625,16741.142578125,2836.5810546875,0.0,0.0,0.0,0.0,0.0,1.6735751628875732,1.6735854148864746,1.667763113975525,1.6735941171646118,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,321201.25,321196.59375,321311.90625,321194.75,0.0,0.001171720796264708,0.001171720796264708,0.0011717310408130288,0.0011717203306034207,0.0,321201.25,321196.59375,321311.90625,321194.75,0.0,560957.3125,560955.375,560334.625,560955.625,343089.5,0.0,0.0,0.0,0.0,1284904.5,0.004686892963945866,1284904.5,2243203.0,343089.5
2019-09-29,-0.0,9954.982421875,9954.880859375,9972.45703125,9954.8173828125,-0.0,4.4275966502027586e-05,4.427591193234548e-05,4.427710882737301e-05,4.427588282851502e-05,-0.0,9954.9833984375,9954.880859375,9972.45703125,9954.8173828125,-0.0,16625.27734375,16625.197265625,16598.546875,16625.16796875,2691.7119140625,0.0,0.0,0.0,0.0,0.0,1.6700458526611328,1.6700547933578491,1.664439082145691,1.67006254196167,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,331156.25,331151.46875,331284.375,331149.5625,0.0,0.0012159968027845025,0.0012159966863691807,0.0012160082114860415,0.0012159962207078934,0.0,331156.25,331151.46875,331284.375,331149.5625,0.0,577582.5625,577580.625,576933.1875,577580.75,345781.21875,0.0,0.0,0.0,0.0,1324741.625,0.004863997921347618,1324741.625,2309677.0,345781.21875
2019-09-30,-0.0,9909.619140625,9909.5224609375,9926.611328125,9909.4638671875,-0.0,4.4237600377528e-05,4.423754580784589e-05,4.423890641191974e-05,4.423752034199424e-05,-0.0,9909.619140625,9909.5234375,9926.611328125,9909.4638671875,-0.0,16513.876953125,16513.79296875,16488.689453125,16513.76171875,2553.717529296875,0.0,0.0,0.0,0.0,0.0,1.6664491891860962,1.666456937789917,1.6610592603683472,1.6664637327194214,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,341065.84375,341061.0,341210.96875,341059.03125,0.0,0.001260234392248094,0.0012602342758327723,0.0012602470815181732,0.0012602336937561631,0.0,341065.875,341061.0,341210.96875,341059.03125,0.0,594096.4375,594094.375,593421.875,594094.5,348334.9375,0.0,0.0,0.0,0.0,1364396.875,0.005040949210524559,1364396.875,2375707.25,348334.9375
2019-10-01,-0.0,9866.8349609375,9866.744140625,9883.294921875,9866.6884765625,-0.0,4.4199739932082593e-05,4.4199689000379294e-05,4.420119148562662e-05,4.419965989654884e-05,-0.0,9866.8349609375,9866.744140625,9883.294921875,9866.6884765625,-0.0,16406.78515625,16406.701171875,16383.1025390625,16406.66796875,2422.34619140625,0.0,0.0,0.0,0.0,0.0,1.6628214120864868,1.6628282070159912,1.657655954360962,1.6628342866897583,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,350932.6875,350927.75,351094.28125,350925.71875,0.0,0.001304434146732092,0.0013044339139014482,0.0013044483494013548,0.0013044333318248391,0.0,350932.6875,350927.75,351094.28125,350925.71875,0.0,610503.25,610501.0625,609804.9375,610501.1875,350757.28125,0.0,0.0,0.0,0.0,1403880.375,0.005217749625444412,1403880.375,2441310.5,350757.28125
2019-10-02,-0.0,9826.27734375,9826.1923828125,9842.1689453125,9826.1396484375,-0.0,4.416238880367018e-05,4.4162337871966884e-05,4.4163964048493654e-05,4.416230876813643e-05,-0.0,9826.27734375,9826.1923828125,9842.1689453125,9826.1396484375,-0.0,16303.818359375,16303.7353515625,16281.5908203125,16303.69921875,2297.340576171875,0.0,0.0,0.0,0.0,0.0,1.6592059135437012,1.6592118740081787,1.6542686223983765,1.659217119216919,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,360758.96875,360753.9375,360936.4375,360751.84375,0.0,0.0013485965318977833,0.0013485962990671396,0.00134861224796623,0.0013485957169905305,0.0,360758.96875,360753.9375,360936.4375,360751.84375,0.0,626807.0625,626804.8125,626086.5625,626804.875,353054.625,0.0,0.0,0.0,0.0,1443201.25,0.00539440056309104,1443201.25,2506503.25,353054.625
2019-10-03,-0.0,9787.634765625,9787.5537109375,9802.9306640625,9787.5048828125,-0.0,4.412552516441792e-05,4.412547423271462e-05,4.41272059106268e-05,4.4125448766862974e-05,-0.0,9787.634765625,9787.5537109375,9802.931640625,9787.5048828125,-0.0,16204.8017578125,16204.71875,16183.97265625,16204.681640625,2178.4423828125,0.0,0.0,0.0,0.0,0.0,1.6556401252746582,1.6556453704833984,1.65093195438385,1.6556499004364014,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,370546.59375,370541.5,370739.375,370539.34375,0.0,0.0013927220134064555,0.0013927217805758119,0.0013927394757047296,0.001392721082083881,0.0,370546.59375,370541.5,370739.375,370539.34375,0.0,643011.875,643009.5625,642270.5,643009.5625,355233.0625,0.0,0.0,0.0,0.0,1482366.875,0.005570904351770878,1482366.875,2571301.5,355233.0625
2019-10-04,-0.0,9750.5869140625,9750.509765625,9765.2744140625,9750.4638671875,-0.0,4.4089119910495356e-05,4.4089068978792056e-05,4.409089160617441e-05,4.408904351294041e-05,-0.0,9750.5869140625,9750.5107421875,9765.275390625,9750.46484375,-0.0,16109.5732421875,16109.4912109375,16090.083984375,16109.453125,2065.39501953125,0.0,0.0,0.0,0.0,0.0,1.6521644592285156,1.6521689891815186,1.6476837396621704,1.6521729230880737,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,380297.1875,380292.0,380504.65625,380289.8125,0.0,0.0014368111733347178,0.0014368108240887523,0.0014368303818628192,0.0014368101255968213,0.0,380297.1875,380292.0,380504.65625,380289.8125,0.0,659121.4375,659119.0625,658360.625,659119.0,357298.4375,0.0,0.0,0.0,0.0,1521383.625,0.005747262388467789,1521383.625,2635720.0,357298.4375
2019-10-05,-0.0,9714.8671875,9714.7939453125,9728.9384765625,9714.7509765625,-0.0,4.405314030009322e-05,4.405308936838992e-05,4.405498111736961e-05,4.405306026455946e-05,-0.0,9714.8671875,9714.7939453125,9728.9384765625,9714.7509765625,-0.0,16017.98046875,16017.8994140625,15999.76953125,16017.8603515625,1957.94580078125,0.0,0.0,0.0,0.0,0.0,1.6488111019134521,1.6488151550292969,1.6445544958114624,1.6488184928894043,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,390012.0625,390006.78125,390233.59375,390004.5625,0.0,0.0014808642445132136,0.0014808638952672482,0.0014808853156864643,0.0014808631967753172,0.0,390012.0625,390006.78125,390233.59375,390004.5625,0.0,675139.375,675136.9375,674360.375,675136.875,359256.40625,0.0,0.0,0.0,0.0,1560257.0,0.0059234765358269215,1560257.0,2699773.5,359256.40625
2019-10-06,-0.0,9680.2783203125,9680.2080078125,9693.732421875,9680.1669921875,-0.0,4.401755359140225e-05,4.4017506297677755e-05,4.401945261633955e-05,4.40174771938473e-05,-0.0,9680.2783203125,9680.2080078125,9693.732421875,9680.1669921875,-0.0,15929.8583984375,15929.7783203125,15912.86328125,15929.7392578125,1855.847900390625,0.0,0.0,0.0,0.0,0.0,1.645599365234375,1.6456029415130615,1.6415619850158691,1.6456058025360107,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,399692.34375,399687.0,399927.3125,399684.75,0.0,0.0015248818090185523,0.0015248814597725868,0.0015249047428369522,0.001524880644865334,0.0,399692.34375,399687.0,399927.3125,399684.75,0.0,691069.25,691066.6875,690273.25,691066.625,361112.25,0.0,0.0,0.0,0.0,1598991.375,0.006099548656493425,1598991.375,2763475.75,361112.25
2019-10-07,-0.0,9646.7177734375,9646.6494140625,9659.55859375,9646.609375,-0.0,4.398235978442244e-05,4.398231249069795e-05,4.3984306103084236e-05,4.39822870248463e-05,-0.0,9646.7177734375,9646.6494140625,9659.55859375,9646.609375,-0.0,15844.998046875,15844.921875,15829.158203125,15844.8857421875,1758.860595703125,0.0,0.0,0.0,0.0,0.0,1.6425273418426514,1.6425312757492065,1.6387040615081787,1.6425342559814453,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,409339.0625,409333.65625,409586.875,409331.34375,0.0,0.0015688642160966992,0.001568863750435412,0.0015688891289755702,0.0015688629355281591,0.0,409339.0625,409333.65625,409586.875,409331.34375,0.0,706914.25,706911.625,706102.375,706911.5,362871.09375,0.0,0.0,0.0,0.0,1637590.875,0.006275480147451162,1637590.875,2826839.75,362871.09375
2019-10-08,-0.0,9614.220703125,9614.154296875,9626.4580078125,9614.1162109375,-0.0,4.3947595258941874e-05,4.394754796521738e-05,4.394957431941293e-05,4.3947518861386925e-05,-0.0,9614.220703125,9614.154296875,9626.4580078125,9614.1162109375,-0.0,15763.16015625,15763.0849609375,15748.4091796875,15763.048828125,1666.75048828125,0.0,0.0,0.0,0.0,0.0,1.6395671367645264,1.6395704746246338,1.6359504461288452,1.639573335647583,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,418953.28125,418947.8125,419213.34375,418945.46875,0.0,0.00161281181499362,0.0016128113493323326,0.001612838706932962,0.0016128105344250798,0.0,418953.28125,418947.8125,419213.34375,418945.46875,0.0,722677.4375,722674.75,721850.8125,722674.5625,364537.84375,0.0,0.0,0.0,0.0,1676059.875,0.006451272405683994,1676059.875,2889877.5,364537.84375
2019-10-09,-0.0,9582.853515625,9582.791015625,9594.49609375,9582.7470703125,-0.0,4.391330003272742e-05,4.391325273900293e-05,4.3915297283092514e-05,4.391322363517247e-05,-0.0,9582.853515625,9582.791015625,9594.49609375,9582.7470703125,-0.0,15684.09375,15684.0185546875,15670.373046875,15683.9853515625,1579.2919921875,0.0,0.0,0.0,0.0,0.0,1.6366831064224243,1.636685848236084,1.6332669258117676,1.6366900205612183,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,428536.125,428530.59375,428807.8125,428528.21875,0.0,0.0016567250713706017,0.0016567244892939925,0.0016567539423704147,0.0016567236743867397,0.0,428536.125,428530.59375,428807.8125,428528.21875,0.0,738361.5,738358.75,737521.1875,738358.5625,366117.15625,0.0,0.0,0.0,0.0,1714402.75,0.0066269272938370705,1714402.75,2952600.0,366117.15625
2019-10-10,-0.0,9552.6923828125,9552.6337890625,9563.7470703125,9552.576171875,-0.0,4.387952867546119e-05,4.3879481381736696e-05,4.3881533201783895e-05,4.3879445001948625e-05,-0.0,9552.6923828125,9552.6337890625,9563.748046875,9552.576171875,-0.0,15607.5732421875,15607.498046875,15594.826171875,15607.4716796875,1496.267578125,0.0,0.0,0.0,0.0,0.0,1.6338402032852173,1.6338424682617188,1.6306188106536865,1.6338496208190918,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,438088.8125,438083.21875,438371.5625,438080.78125,0.0,0.0017006045673042536,0.0017006039852276444,0.0017006355337798595,0.0017006031703203917,0.0,438088.8125,438083.21875,438371.5625,438080.78125,0.0,753969.0625,753966.25,753116.0,753966.0,367613.40625,0.0,0.0,0.0,0.0,1752624.375,0.006802447140216827,1752624.375,3015017.25,367613.40625
2019-10-11,-0.0,9523.79296875,9523.73828125,9534.2705078125,9523.66015625,-0.0,4.3846321204910055e-05,4.384627391118556e-05,4.3848322093253955e-05,4.3846233893418685e-05,-0.0,9523.79296875,9523.73828125,9534.2705078125,9523.66015625,-0.0,15533.4052734375,15533.330078125,15521.5771484375,15533.314453125,1417.4678955078125,0.0,0.0,0.0,0.0,0.0,1.6310102939605713,1.631011962890625,1.6279774904251099,1.631023645401001,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,447612.625,447606.96875,447905.84375,447604.4375,0.0,0.0017444508848711848,0.0017444503027945757,0.0017444838304072618,0.001744449371472001,0.0,447612.625,447606.96875,447905.84375,447604.4375,0.0,769502.5,769499.5625,768637.5625,769499.3125,369030.875,0.0,0.0,0.0,0.0,1790729.875,0.006977834273129702,1790729.875,3077139.0,369030.875
2019-10-12,-0.0,9496.1826171875,9496.130859375,9506.0947265625,9496.0263671875,-0.0,4.38137176388409e-05,4.3813673983095214e-05,4.381570397526957e-05,4.381361941341311e-05,-0.0,9496.1826171875,9496.130859375,9506.0947265625,9496.0263671875,-0.0,15461.4384765625,15461.3642578125,15450.4765625,15461.3603515625,1342.6915283203125,0.0,0.0,0.0,0.0,0.0,1.628174066543579,1.628175139427185,1.6253232955932617,1.628192663192749,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,457108.8125,457103.09375,457411.9375,457100.46875,0.0,0.0017882646061480045,0.0017882640240713954,0.0017882995307445526,0.001788262976333499,0.0,457108.8125,457103.09375,457411.9375,457100.46875,0.0,784963.9375,784960.9375,784088.0625,784960.6875,370373.5625,0.0,0.0,0.0,0.0,1828724.25,0.00715309102088213,1828724.375,3138973.5,370373.5625
2019-10-13,-0.0,9469.8291015625,9469.7802734375,9479.1923828125,9469.646484375,-0.0,4.3781736167147756e-05,4.378169251140207e-05,4.3783700675703585e-05,4.378162702778354e-05,-0.0,9469.8291015625,9469.7802734375,9479.1923828125,9469.646484375,-0.0,15391.55859375,15391.4853515625,15381.41015625,15391.4931640625,1271.7452392578125,0.0,0.0,0.0,0.0,0.0,1.6253259181976318,1.6253265142440796,1.622649908065796,1.6253503561019897,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,466578.625,466572.875,466891.125,466570.125,0.0,0.0018320464296266437,0.0018320456147193909,0.001832083216868341,0.0018320446833968163,0.0,466578.625,466572.875,466891.125,466570.125,0.0,800355.5,800352.4375,799469.5,800352.1875,371645.3125,0.0,0.0,0.0,0.0,1866612.75,0.007328220177441835,1866612.75,3200529.5,371645.3125
2019-10-14,-0.0,9444.6611328125,9444.6162109375,9453.4951171875,9444.4521484375,-0.0,4.375037315185182e-05,4.375033313408494e-05,4.375230855657719e-05,4.3750253098551184e-05,-0.0,9444.6611328125,9444.6162109375,9453.4951171875,9444.4521484375,-0.0,15323.6796875,15323.6064453125,15314.29296875,15323.626953125,1204.4439697265625,0.0,0.0,0.0,0.0,0.0,1.6224699020385742,1.6224701404571533,1.619960904121399,1.6225003004074097,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,476023.28125,476017.5,476344.625,476014.5625,0.0,0.0018757968209683895,0.0018757960060611367,0.0018758355872705579,0.0018757949583232403,0.0,476023.28125,476017.5,476344.625,476014.5625,0.0,815679.1875,815676.0,814783.75,815675.8125,372849.75,0.0,0.0,0.0,0.0,1904400.0,0.007503223139792681,1904400.0,3261814.75,372849.75
2019-10-15,-0.0,9420.583984375,9420.5419921875,9428.91015625,9420.349609375,-0.0,4.371961404103786e-05,4.371957402327098e-05,4.372151306597516e-05,4.37194830738008e-05,-0.0,9420.5849609375,9420.5419921875,9428.91015625,9420.349609375,-0.0,15257.7314453125,15257.6591796875,15249.0576171875,15257.6904296875,1140.6102294921875,0.0,0.0,0.0,0.0,0.0,1.6196162700653076,1.6196160316467285,1.6172661781311035,1.619652271270752,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,485443.875,485438.03125,485773.53125,485434.9375,0.0,0.0019195163622498512,0.0019195155473425984,0.0019195571076124907,0.0019195143831893802,0.0,485443.875,485438.03125,485773.53125,485434.9375,0.0,830936.875,830933.6875,830032.8125,830933.5,373990.375,0.0,0.0,0.0,0.0,1942090.375,0.007678103167563677,1942090.375,3322837.0,373990.375
2019-10-16,-0.0,9397.505859375,9397.4658203125,9405.3466796875,9397.2470703125,-0.0,4.368944064481184e-05,4.368940062704496e-05,4.369129965198226e-05,4.3689295125659555e-05,-0.0,9397.505859375,9397.4658203125,9405.34765625,9397.2470703125,-0.0,15193.6474609375,15193.576171875,15185.6396484375,15193.6162109375,1080.07421875,0.0,0.0,0.0,0.0,0.0,1.616774320602417,1.6167737245559692,1.6145751476287842,1.6168155670166016,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,494841.375,494835.5,495178.875,494832.15625,0.0,0.0019632058683782816,0.001963204937055707,0.0019632482435554266,0.0019632037729024887,0.0,494841.375,494835.5,495178.875,494832.15625,0.0,846130.5625,846127.25,845218.4375,846127.125,375070.4375,0.0,0.0,0.0,0.0,1979687.875,0.00785286258906126,1979688.0,3383603.5,375070.4375
2019-10-17,-0.0,9375.3515625,9375.3134765625,9382.73046875,9375.0712890625,-0.0,4.3659834773279727e-05,4.365979475551285e-05,4.3661650124704465e-05,4.365967834019102e-05,-0.0,9375.3515625,9375.3134765625,9382.73046875,9375.0712890625,-0.0,15131.35546875,15131.2861328125,15123.96875,15131.33203125,1022.6734619140625,0.0,0.0,0.0,0.0,0.0,1.6139507293701172,1.6139498949050903,1.6118942499160767,1.6139965057373047,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,504216.71875,504210.8125,504561.625,504207.25,0.0,0.0020068655721843243,0.0020068648736923933,0.002006910042837262,0.0020068634767085314,0.0,504216.71875,504210.8125,504561.625,504207.25,0.0,861261.875,861258.5625,860342.4375,861258.4375,376093.125,0.0,0.0,0.0,0.0,2017196.375,0.008027504198253155,2017196.375,3444121.25,376093.125
2019-10-18,-0.0,9353.9853515625,9353.9482421875,9360.9267578125,9353.6865234375,-0.0,4.3630752770695835e-05,4.363071275292896e-05,4.363252446637489e-05,4.363058542367071e-05,-0.0,9353.9853515625,9353.9482421875,9360.9267578125,9353.6865234375,-0.0,15070.81640625,15070.748046875,15064.0078125,15070.798828125,968.2529296875,0.0,0.0,0.0,0.0,0.0,1.611165165901184,1.6111643314361572,1.6092432737350464,1.6112148761749268,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,513570.71875,513564.75,513922.53125,513560.9375,0.0,0.002050496404990554,0.0020504954736679792,0.0020505425054579973,0.0020504938438534737,0.0,513570.71875,513564.75,513922.53125,513560.9375,0.0,876332.75,876329.3125,875406.4375,876329.25,377061.375,0.0,0.0,0.0,0.0,2054619.0,0.008202028460800648,2054619.0,3504397.75,377061.375
2019-10-19,-0.0,9333.3583984375,9333.322265625,9339.8837890625,9333.0439453125,-0.0,4.360219099908136e-05,4.360215098131448e-05,4.360391540103592e-05,4.360201637609862e-05,-0.0,9333.3583984375,9333.322265625,9339.8837890625,9333.0439453125,-0.0,15011.9873046875,15011.9208984375,15005.716796875,15011.974609375,916.6642456054688,0.0,0.0,0.0,0.0,0.0,1.6084229946136475,1.608422040939331,1.6066277027130127,1.6084758043289185,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,522904.0625,522898.09375,523262.4375,522893.96875,0.0,0.002094098599627614,0.0020940976683050394,0.002094146329909563,0.002094096038490534,0.0,522904.0625,522898.09375,523262.4375,522893.96875,0.0,891344.6875,891341.1875,890412.125,891341.25,377978.03125,0.0,0.0,0.0,0.0,2091958.5,0.008376438170671463,2091958.625,3564439.25,377978.03125
2019-10-20,-0.0,9313.4208984375,9313.38671875,9319.5556640625,9313.0947265625,-0.0,4.357414582045749e-05,4.357410580269061e-05,4.357582292868756e-05,4.357396028353833e-05,-0.0,9313.4208984375,9313.38671875,9319.5556640625,9313.0947265625,-0.0,14954.828125,14954.7626953125,14949.0576171875,14954.8173828125,867.7660522460938,0.0,0.0,0.0,0.0,0.0,1.6057287454605103,1.6057276725769043,1.6040526628494263,1.6057838201522827,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,532217.5,532211.5,532582.0,532207.0625,0.0,0.0021376728545874357,0.0021376716904342175,0.0021377222146838903,0.0021376698277890682,0.0,532217.5,532211.5,532582.0,532207.0625,0.0,906299.5625,906296.0,905361.1875,906296.0625,378845.8125,0.0,0.0,0.0,0.0,2129218.0,0.008550737053155899,2129218.0,3624252.75,378845.8125
2019-10-21,-0.0,9294.1171875,9294.083984375,9299.880859375,9293.7822265625,-0.0,4.3546602682909e-05,4.354656266514212e-05,4.3548232497414574e-05,4.354640987003222e-05,-0.0,9294.1171875,9294.083984375,9299.880859375,9293.7822265625,-0.0,14899.2978515625,14899.2333984375,14893.9912109375,14899.2880859375,821.42333984375,0.0,0.0,0.0,0.0,0.0,1.6030890941619873,1.6030880212783813,1.6015249490737915,1.6031458377838135,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,541511.625,541505.5625,541881.875,541500.875,0.0,0.0021812194027006626,0.0021812182385474443,0.002181270392611623,0.002181216375902295,0.0,541511.625,541505.5625,541881.875,541500.875,0.0,921198.8125,921195.1875,920255.1875,921195.3125,379667.21875,0.0,0.0,0.0,0.0,2166400.0,0.008724924176931381,2166400.0,3683844.5,379667.21875
2019-10-22,-0.0,9275.376953125,9275.3447265625,9280.7919921875,9275.0361328125,-0.0,4.3519536120584235e-05,4.3519499740796164e-05,4.3521122279344127e-05,4.351933966972865e-05,-0.0,9275.376953125,9275.345703125,9280.7919921875,9275.0361328125,-0.0,14845.35546875,14845.29296875,14840.4794921875,14845.3447265625,812.3097534179688,0.0,0.0,0.0,0.0,0.0,1.6005122661590576,1.600511074066162,1.599053144454956,1.6005699634552002,9014.0,1000.0,1000.0,1000.0,1000.0,0.0,550787.0,550780.875,551162.625,550775.875,0.0,0.0022247389424592257,0.0022247377783060074,0.0022247915621846914,0.0022247356828302145,0.0,550787.0,550780.875,551162.625,550775.875,0.0,936044.1875,936040.5,935095.6875,936040.6875,380479.53125,0.0,0.0,0.0,0.0,2203506.5,0.008899004198610783,2203506.5,3743221.0,380479.53125
