time,WOPR:INJECTOR,WOPR:PROD1,WOPR:PROD2,WWPR:INJECTOR,WWPR:PROD1,WWPR:PROD2,WLPR:INJECTOR,WLPR:PROD1,WLPR:PROD2,WGPR:INJECTOR,WGPR:PROD1,WGPR:PROD2,WWIR:INJECTOR,WWIR:PROD1,WWIR:PROD2,WGOR:INJECTOR,WGOR:PROD1,WGOR:PROD2,WBHP:INJECTOR,WBHP:PROD1,WBHP:PROD2,WOPT:INJECTOR,WOPT:PROD1,WOPT:PROD2,WWPT:INJECTOR,WWPT:PROD1,WWPT:PROD2,WLPT:INJECTOR,WLPT:PROD1,WLPT:PROD2,WGPT:INJECTOR,WGPT:PROD1,WGPT:PROD2,WWIT:INJECTOR,WWIT:PROD1,WWIT:PROD2,FOPT,FWPT,FLPT,FGPT,FWIT
1982-10-20 00:00:00,-0.0,2744.41064453,4189.40136719,-0.0,7.86735856583e-14,0.0523500144482,-0.0,2744.41064453,4189.45361328,-0.0,695306.625,1302445.375,0.0,0.0,0.0,0.0,253.353713989,310.890563965,0.0,50.0,50.0,0.0,2744.41064453,4189.40136719,0.0,7.86735856583e-14,0.0523500144482,0.0,2744.41064453,4189.45361328,0.0,695306.625,1302445.375,0.0,0.0,0.0,6933.81152344,0.0523500144482,6933.86425781,1997752.0,0.0
1982-10-23 00:00:00,-0.0,2196.875,3021.19970703,-0.0,1.19344568648e-20,0.0521863549948,-0.0,2196.875,3021.25170898,-0.0,616575.0,977061.8125,0.0,0.0,0.0,0.0,280.66003418,323.401947021,0.0,50.0,50.0,0.0,9335.03515625,13253.0,0.0,7.86736263159e-14,0.208909079432,0.0,9335.03515625,13253.2089844,0.0,2545031.5,4233631.0,0.0,0.0,0.0,22588.0351562,0.208909079432,22588.2441406,6778662.5,0.0
1982-11-01 00:00:00,-0.0,1798.72900391,2243.83032227,-0.0,2.25159046151e-25,0.0515657439828,-0.0,1798.72900391,2243.88208008,-0.0,524997.3125,790411.5625,0.0,0.0,0.0,0.0,291.871246338,352.259918213,0.0,50.0,50.0,0.0,25523.5957031,33447.4726562,0.0,7.86736263159e-14,0.673000752926,0.0,25523.5957031,33448.1484375,0.0,7270007.0,11347335.0,0.0,0.0,0.0,58971.0703125,0.673000752926,58971.7421875,18617342.0,0.0
1982-11-18 00:00:00,-0.0,1614.98779297,1872.9876709,-0.0,8.45609420211e-33,0.050431959331,-0.0,1614.98779297,1873.03808594,-0.0,432734.53125,643204.9375,0.0,0.0,0.0,0.0,267.94909668,343.411193848,0.0,50.0,50.0,0.0,52978.390625,65288.265625,0.0,7.86736263159e-14,1.53034412861,0.0,52978.390625,65289.7929688,0.0,14626494.0,22281818.0,0.0,0.0,0.0,118266.65625,1.53034412861,118268.1875,36908312.0,0.0
1982-12-18 07:55:12,-0.0,1467.68151855,1666.33728027,-0.0,9.19784286014e-41,0.0485468953848,-0.0,1467.68151855,1666.38586426,-0.0,389736.5,551727.75,0.0,0.0,0.0,0.0,265.545684814,331.102081299,0.0,50.0,50.0,0.0,97493.171875,115828.273438,0.0,7.86736263159e-14,3.00277137756,0.0,97493.171875,115831.28125,0.0,26447202.0,39015720.0,0.0,0.0,0.0,213321.4375,3.00277137756,213324.453125,65462924.0,0.0
1983-01-17 15:50:24,-0.0,1365.2052002,1564.32312012,-0.0,1.12103877146e-44,0.0468054413795,-0.0,1365.2052002,1564.36987305,-0.0,373327.6875,506983.21875,0.0,0.0,0.0,0.0,273.45904541,324.091125488,0.0,50.0,50.0,0.0,138899.84375,163274.1875,0.0,7.86736263159e-14,4.42238044739,0.0,138899.84375,163278.625,0.0,37770232.0,54392520.0,0.0,0.0,0.0,302174.03125,4.42238044739,302178.46875,92162752.0,0.0
1983-02-16 23:45:35,-0.0,1284.5567627,1495.1739502,-0.0,0.0,0.0452020503581,-0.0,1284.5567627,1495.21911621,-0.0,366270.03125,480956.0625,0.0,0.0,0.0,0.0,285.133392334,321.672302246,0.0,50.0,50.0,0.0,177860.453125,208622.828125,0.0,7.86736263159e-14,5.7933588028,0.0,177860.453125,208628.609375,0.0,48879200.0,68979920.0,0.0,0.0,0.0,386483.28125,5.7933588028,386489.0625,117859120.0,0.0
1983-03-19 07:40:48,-0.0,1218.96264648,1441.22045898,-0.0,0.0,0.0437253266573,-0.0,1218.96264648,1441.26416016,-0.0,363222.78125,464333.59375,0.0,0.0,0.0,0.0,297.976928711,322.18081665,0.0,50.0,50.0,0.0,214831.59375,252335.03125,0.0,7.86736263159e-14,7.11954784393,0.0,214831.59375,252342.15625,0.0,59895748.0,83063160.0,0.0,0.0,0.0,467166.625,7.11954784393,467173.75,142958912.0,0.0
1983-04-18 15:35:59,-0.0,1164.11694336,1396.14807129,-0.0,0.0,0.0423628501594,-0.0,1164.11694336,1396.19042969,-0.0,360794.0,452852.625,0.0,0.0,0.0,0.0,309.929351807,324.358612061,0.0,50.0,50.0,0.0,250139.25,294680.21875,0.0,7.86736263159e-14,8.40441322327,0.0,250139.25,294688.625,0.0,70838632.0,96798176.0,0.0,0.0,0.0,544819.4375,8.40441322327,544827.875,167636800.0,0.0
